chrom	position	gene	5p_dist	3p_dist
chr1	8361143	RERE	2988	5021
chr1	8365840	RERE	2043	5966
chr1	8365860	RERE	2023	5986
chr1	8949347	CA6	183	1151
chr1	8949385	CA6	221	1113
chr1	9264512	H6PD	2322	6825
chr1	9264611	H6PD	2421	6726
chr1	9356092	SPSB1	528	2578
chr1	9356287	SPSB1	723	2383
chr1	9610776	TMEM201	1756	2059
chr1	10178712	UBE4B	4307	1598
chr1	10361820	KIF1B	4687	6168
chr1	10430465	CENPS-CORT	31	540
chr1	10430465	CENPS	33	872
chr1	10451487	CORT	403	511
chr1	10461592	DFFA	964	5071
chr1	10648085	CASZ1	3528	4406
chr1	10649384	CASZ1	3249	4685
chr1	10665441	CASZ1	462	7472
chr1	11650504	FBXO2	441	846
chr1	11668837	FBXO6	238	1206
chr1	11719705	DRAXIN	1213	6152
chr1	11833999	CLCN6	1567	4022
chr1	12022277	MIIP	434	1107
chr1	12126001	TNFRSF8	1500	2260
chr1	12138240	TNFRSF8	1643	2117
chr1	12188885	TNFRSF1B	269	3418
chr1	12276090	VPS13D	2669	13688
chr1	12279562	VPS13D	4681	11676
chr1	12283407	VPS13D	5472	10885
chr1	12329896	VPS13D	8432	7925
chr1	12578936	DHRS3	1341	860
chr1	12893339	PRAMEF10	1081	444
chr1	12938780	PRAMEF6	1411	309
chr1	13116324	HNRNPCL2	319	837
chr1	13390382	PRAMEF17	355	1223
chr1	13390395	PRAMEF17	368	1210
chr1	13390803	PRAMEF17	776	802
chr1	13475905	LRRC38	1235	933
chr1	13475969	LRRC38	1171	997
chr1	13778644	PRDM2	1027	6252
chr1	13778803	PRDM2	1186	6093
chr1	13780865	PRDM2	3248	4031
chr1	13782619	PRDM2	5002	2277
chr1	15112494	KAZN	2429	3620
chr1	15289643	FHAD1	732	4810
chr1	15327067	FHAD1	1669	3873
chr1	15341780	FHAD1	2209	3333
chr1	15397347	FHAD1	4561	981
chr1	15467418	CELA2A	694	222
chr1	15506048	CASP9	676	2132
chr1	15518120	CASP9	422	2386
chr1	15564107	DNAJC16	1646	4388
chr1	15565920	DNAJC16	1729	4305
chr1	15577823	AGMAT	845	2250
chr1	15583249	AGMAT	502	2593
chr1	15633482	DDI2	762	9905
chr1	15660052	RSC1A1	340	1981
chr1	15660052	DDI2	1675	8992
chr1	15716271	PLEKHM2	334	3800
chr1	15717906	PLEKHM2	530	3604
chr1	15729869	PLEKHM2	2387	1747
chr1	15743149	TMEM82	352	1091
chr1	15744376	TMEM82	614	829
chr1	15744417	TMEM82	655	788
chr1	15768536	FBLIM1	711	2603
chr1	15774722	FBLIM1	1080	2234
chr1	15929512	SPEN	3633	8752
chr1	15932261	SPEN	6382	6003
chr1	15933318	SPEN	7439	4946
chr1	15944765	ZBTB17	1209	1511
chr1	15945755	ZBTB17	828	1892
chr1	16015742	HSPB7	430	1714
chr1	16017865	HSPB7	178	1966
chr1	16017907	HSPB7	136	2008
chr1	16024780	CLCNKA	282	2209
chr1	16030006	CLCNKA	1374	1117
chr1	16050993	CLCNKB	1278	1284
chr1	16053748	CLCNKB	1838	724
chr1	16056953	CLCNKB	2207	355
chr1	16058680	FAM131C	808	912
chr1	16059921	FAM131C	607	1113
chr1	16059952	FAM131C	576	1144
chr1	16062151	FAM131C	424	1296
chr1	16198561	ARHGEF19	2614	708
chr1	16206003	ARHGEF19	1558	1764
chr1	16206308	ARHGEF19	1349	1973
chr1	16207760	ARHGEF19	891	2431
chr1	16208151	ARHGEF19	666	2656
chr1	16251299	FBXO42	1767	4460
chr1	16409637	SPATA21	1033	982
chr1	16939065	CROCC	1619	5041
chr1	16969184	CROCC	5233	1427
chr1	16986180	ATP13A2	3773	223
chr1	16992516	ATP13A2	2004	1992
chr1	17054002	SDHB	30	985
chr1	17068985	PADI2	2136	2225
chr1	17069026	PADI2	2095	2266
chr1	17070208	PADI2	1723	2638
chr1	17075760	PADI2	1453	2908
chr1	17079314	PADI2	1339	3022
chr1	17229013	PADI1	981	2865
chr1	17271160	PADI3	1069	2120
chr1	17274670	PADI3	1231	1958
chr1	17282953	PADI3	1909	1280
chr1	17339727	PADI4	592	1675
chr1	17342068	PADI4	804	1463
chr1	17348042	PADI4	1175	1092
chr1	17823015	ACTL8	203	1638
chr1	17823071	ACTL8	259	1582
chr1	18481042	KLHDC7A	113	4932
chr1	18481126	KLHDC7A	197	4848
chr1	18481261	KLHDC7A	332	4713
chr1	18481287	KLHDC7A	358	4687
chr1	18481459	KLHDC7A	530	4515
chr1	18849352	TAS1R2	1455	1065
chr1	18854899	TAS1R2	570	1950
chr1	18857583	TAS1R2	230	2290
chr1	18875462	ALDH4A1	1411	1728
chr1	18877503	ALDH4A1	1081	2058
chr1	19084635	UBR4	14894	998
chr1	19086767	UBR4	14616	1276
chr1	19088810	UBR4	14396	1496
chr1	19106955	UBR4	12134	3758
chr1	19121349	UBR4	9998	5894
chr1	19173066	UBR4	3336	12556
chr1	19219399	EMC1	2900	3740
chr1	19240387	EMC1	710	5930
chr1	19257510	MRTO4	361	1688
chr1	19267254	AKR7L	1161	152
chr1	19268643	AKR7L	882	431
chr1	19273892	AKR7L	302	1011
chr1	19274044	AKR7L	150	1163
chr1	19308517	AKR7A2	443	917
chr1	19325569	SLC66A1	1011	1164
chr1	19326380	SLC66A1	1160	1015
chr1	19771448	TMCO4	454	2492
chr1	19815035	RNF186	248	1007
chr1	20164025	PLA2G2C	650	971
chr1	20500614	MUL1	1261	1167
chr1	20500723	MUL1	1152	1276
chr1	20650507	PINK1	1653	1004
chr1	20666326	KIF17	3096	862
chr1	20724465	SH2D5	1125	2773
chr1	21247229	ECE1	1203	3864
chr1	21577638	ALPL	1764	772
chr1	21814713	LDLRAD2	588	3428
chr1	21823442	HSPG2	13142	1199
chr1	21823442	LDLRAD2	2233	1783
chr1	21823764	LDLRAD2	2555	1461
chr1	21874945	HSPG2	3452	10889
chr1	21887553	HSPG2	917	13424
chr1	22509184	ZBTB40	2007	6694
chr1	22576609	EPHA8	699	4320
chr1	23091660	LUZP1	2917	5495
chr1	23092768	LUZP1	1809	6603
chr1	23092881	LUZP1	1696	6716
chr1	23092890	LUZP1	1687	6725
chr1	23093362	LUZP1	1215	7197
chr1	23193140	HTR1D	2073	1246
chr1	23431121	ASAP3	2596	1455
chr1	23433101	ASAP3	2344	1707
chr1	23750961	ELOA	389	4449
chr1	24057329	MYOM3	4471	1289
chr1	24090929	MYOM3	1422	4338
chr1	24092278	MYOM3	1250	4510
chr1	24093006	MYOM3	1153	4607
chr1	24094984	MYOM3	919	4841
chr1	24095460	MYOM3	894	4866
chr1	24342967	GRHL3	1556	1278
chr1	25246493	RSRP1	682	743
chr1	25563141	LDLRAP1	697	2217
chr1	25563698	LDLRAP1	747	2167
chr1	25805163	SELENON	463	3851
chr1	25811771	SELENON	1211	3103
chr1	25814082	SELENON	1544	2770
chr1	25814082	ENSG00000255054	27	307
chr1	26066333	TRIM63	402	1368
chr1	26161449	FAM110D	286	2513
chr1	26169964	ZNF593OS	950	444
chr1	26169964	ZNF593	57	581
chr1	26193801	CATSPER4	398	1469
chr1	26201393	CATSPER4	1265	602
chr1	26201460	CATSPER4	1332	535
chr1	26255600	CEP85	771	3163
chr1	26343953	CRYBG2	2854	2385
chr1	26344118	CRYBG2	2689	2550
chr1	26344261	CRYBG2	2546	2693
chr1	26344593	CRYBG2	2214	3025
chr1	26344757	CRYBG2	2050	3189
chr1	26346585	CRYBG2	222	5017
chr1	26346617	CRYBG2	190	5049
chr1	26364683	ZNF683	958	670
chr1	26367754	ZNF683	253	1375
chr1	26557020	RPS6KA1	1164	2028
chr1	26574244	RPS6KA1	2411	781
chr1	26863833	SFN	685	623
chr1	26884230	GPN2	976	3689
chr1	26890178	GPN2	105	4560
chr1	26913429	NR0B2	546	619
chr1	26921792	NUDC	50	1742
chr1	26952030	KDF1	501	1354
chr1	26952062	KDF1	469	1386
chr1	26952082	KDF1	449	1406
chr1	27005974	TENT5B	1427	955
chr1	27012614	TENT5B	236	2146
chr1	27154266	SLC9A1	859	3878
chr1	27362142	MAP3K6	1727	2711
chr1	28561348	TRNAU1AP	254	1545
chr1	28593917	RAB42	704	1532
chr1	28863085	OPRD1	1135	8182
chr1	29121187	TMEM200B	709	1759
chr1	29149136	SRSF4	906	1394
chr1	29203187	MECR	624	1891
chr1	29216125	MECR	313	2202
chr1	30715242	MATN1	1308	2522
chr1	30716054	MATN1	1095	2735
chr1	30733790	LAPTM5	855	1322
chr1	30735195	LAPTM5	705	1472
chr1	30742517	LAPTM5	148	2029
chr1	31364242	ZCCHC17	874	694
chr1	31619303	HCRTR1	507	1800
chr1	31626924	HCRTR1	1618	689
chr1	31630664	PEF1	815	799
chr1	31662352	COL16A1	3877	1541
chr1	31692773	COL16A1	1321	4097
chr1	31698605	COL16A1	482	4936
chr1	31699894	COL16A1	399	5019
chr1	31728046	ADGRB2	5197	511
chr1	31815009	SPOCD1	425	3508
chr1	33181349	TRIM62	694	3123
chr1	33276497	ZNF362	503	2684
chr1	33354432	PHC2	1700	2293
chr1	33367332	PHC2	933	3060
chr1	33494462	ZSCAN20	2275	7181
chr1	33559328	CSMD2	8658	4997
chr1	33559430	CSMD2	8556	5099
chr1	33572614	CSMD2	7786	5869
chr1	34197579	C1orf94	1558	1492
chr1	34197607	C1orf94	1586	1464
chr1	34197810	C1orf94	1789	1261
chr1	34761761	GJB4	878	566
chr1	34988170	ZMYM6	3116	2006
chr1	36341880	STK40	1392	2253
chr1	36420516	OSCP1	1000	455
chr1	36423404	OSCP1	660	795
chr1	36432466	OSCP1	472	983
chr1	36471458	CSF3R	1442	1566
chr1	36475383	CSF3R	537	2471
chr1	36859876	GRIK3	1334	8157
chr1	37493849	MEAF6	845	3857
chr1	37493869	MEAF6	825	3877
chr1	37554146	SNIP1	147	4407
chr1	37565095	DNALI1	866	1762
chr1	37612628	RSPO1	1600	1279
chr1	37690518	C1orf109	11	2685
chr1	37719975	EPHA10	2549	2928
chr1	37720051	EPHA10	2473	3004
chr1	37720534	EPHA10	2282	3195
chr1	37721775	EPHA10	2084	3393
chr1	37721781	EPHA10	2078	3399
chr1	37823711	MTF1	1282	6655
chr1	37862310	INPP5B	2836	1614
chr1	37873123	INPP5B	2083	2367
chr1	37997832	FHL3	717	939
chr1	38874610	GJA9	1739	542
chr1	38886599	RHBDL2	1090	793
chr1	39350874	MACF1	11383	12957
chr1	39683970	HPCAL4	480	4120
chr1	39684484	HPCAL4	255	4345
chr1	39753393	PPIE	963	3376
chr1	39760374	BMP8B	1633	3193
chr1	39883459	TRIT1	45	5006
chr1	40251472	TMCO2	484	212
chr1	40819881	KCNQ4	1148	3176
chr1	40831156	KCNQ4	1672	2652
chr1	41020573	SLFNL1	315	1646
chr1	41513485	HIVEP3	7045	5572
chr1	41524790	HIVEP3	6637	5980
chr1	41580076	HIVEP3	6031	6586
chr1	41581537	HIVEP3	4570	8047
chr1	42227926	FOXJ3	678	4547
chr1	42433172	ZMYND12	970	560
chr1	42642517	CCDC30	2852	3831
chr1	42665982	PPIH	363	391
chr1	42830447	ERMAP	252	3188
chr1	43152925	CFAP144	339	197
chr1	43166865	EBNA1BP2	839	513
chr1	43170813	EBNA1BP2	561	791
chr1	43172261	EBNA1BP2	29	1323
chr1	43272669	TMEM125	464	1333
chr1	43313893	TIE1	2424	1469
chr1	43319285	TIE1	3063	830
chr1	43359973	CDC20	507	1142
chr1	43389907	SZT2	9	14127
chr1	43420823	SZT2	1406	12730
chr1	43432382	SZT2	5455	8681
chr1	43441225	SZT2	7426	6710
chr1	43451738	SZT2	11627	2509
chr1	43591203	PTPRF	1514	6206
chr1	43949743	IPO13	1062	2821
chr1	43996150	CCDC24	1094	378
chr1	43997532	SLC6A9	2156	1050
chr1	44129375	KLF17	191	2969
chr1	44129738	KLF17	554	2606
chr1	44129754	KLF17	570	2590
chr1	44701045	ARMH1	747	946
chr1	45010209	HECTD3	681	2916
chr1	45039048	ZSWIM5	2036	3832
chr1	46189973	POMGNT1	1814	905
chr1	46203604	LURAP1	271	1578
chr1	46340808	NSUN4	2	4345
chr1	46340878	NSUN4	72	4275
chr1	46344858	NSUN4	171	4176
chr1	46344998	NSUN4	311	4036
chr1	46361813	NSUN4	1142	3205
chr1	46673147	TEX38	393	447
chr1	46815187	CYP4B1	1032	1142
chr1	46815212	CYP4B1	1057	1117
chr1	46817100	CYP4B1	1162	1012
chr1	46935541	CYP4A11	659	1871
chr1	47994235	TRABD2B	1060	6464
chr1	48232079	SLC5A9	846	2316
chr1	48298747	SPATA6	1628	3375
chr1	48472019	SPATA6	185	4818
chr1	51288050	TTC39A	1925	793
chr1	51408207	EPS15	1435	3728
chr1	51798392	NRDC	2572	1022
chr1	51825312	NRDC	1122	2472
chr1	52356220	CC2D1B	2170	3168
chr1	52525966	TUT4	569	5284
chr1	52687760	COA7	676	3312
chr1	52784978	ZYG11B	1395	6748
chr1	53069827	PODN	123	2879
chr1	53142461	SLC1A7	177	2521
chr1	53529842	GLIS1	1532	1338
chr1	53888985	YIPF1	306	1515
chr1	54216247	MRPL37	1174	309
chr1	54218183	MRPL37	1283	200
chr1	54218252	MRPL37	1352	131
chr1	54594689	ACOT11	687	2397
chr1	54607957	ACOT11	1600	1484
chr1	54609167	ACOT11	1922	1162
chr1	54610135	ACOT11	2890	194
chr1	54653471	MROH7	837	3506
chr1	54653471	MROH7-TTC4	823	5044
chr1	54653616	MROH7	982	3361
chr1	54653616	MROH7-TTC4	968	4899
chr1	54653842	MROH7	1208	3135
chr1	54653842	MROH7-TTC4	1194	4673
chr1	54670856	MROH7	1818	2525
chr1	54670856	MROH7-TTC4	1804	4063
chr1	54674068	MROH7	2145	2198
chr1	54674068	MROH7-TTC4	2131	3736
chr1	54701169	MROH7	3424	919
chr1	54701169	MROH7-TTC4	3410	2457
chr1	54716627	MROH7-TTC4	4124	1743
chr1	54716627	TTC4	187	2169
chr1	54758458	PARS2	795	1561
chr1	54759078	PARS2	175	2181
chr1	54801124	TTC22	199	3202
chr1	54841828	LEXM	1266	424
chr1	54841967	LEXM	1405	285
chr1	54854229	DHCR24	1101	3132
chr1	54999117	BSND	185	9576
chr1	56512147	ENSG00000284686	282	1393
chr1	56512147	PLPP3	1185	2088
chr1	56949637	C8B	848	1192
chr1	56956838	C8B	388	1652
chr1	58533979	OMA1	1024	837
chr1	58576137	TACSTD2	1115	705
chr1	58576639	TACSTD2	613	1207
chr1	58682254	MYSM1	799	6952
chr1	58682464	MYSM1	589	7162
chr1	58783141	JUN	906	2351
chr1	59321678	FGGY	200	1673
chr1	59378799	FGGY	587	1286
chr1	59872826	HOOK1	2217	3496
chr1	59926599	CYP2J2	174	1705
chr1	60040111	C1orf87	660	1368
chr1	60041072	C1orf87	509	1519
chr1	61404111	NFIA	1314	7915
chr1	61766458	PATJ	480	8141
chr1	61914598	PATJ	3615	5006
chr1	62051011	PATJ	4189	4432
chr1	62273526	KANK4	1976	3523
chr1	62274393	KANK4	1109	4390
chr1	62494430	DOCK7	5183	2050
chr1	63631761	PGM1	739	1598
chr1	63648630	PGM1	1336	1001
chr1	63659697	PGM1	1789	548
chr1	64049707	ROR1	581	5277
chr1	64837964	JAK1	3401	1691
chr1	64844806	JAK1	2492	2600
chr1	65592830	LEPR	837	7374
chr1	66365687	PDE4B	1729	2802
chr1	66643652	SGIP1	598	10139
chr1	66682344	SGIP1	1496	9241
chr1	66777341	DYNLT5	556	1706
chr1	66801073	INSL5	203	533
chr1	66822362	DNAI4	2519	1298
chr1	67052851	SLC35D1	378	5815
chr1	67093056	C1orf141	1295	892
chr1	67095273	C1orf141	708	1479
chr1	67386652	IL12RB2	2148	3295
chr1	67395837	IL12RB2	2556	2887
chr1	68046758	DIRAS3	684	797
chr1	68159195	WLS	655	2061
chr1	74041846	LRRIQ3	1265	1589
chr1	74198130	LRRIQ3	46	2808
chr1	74199809	FPGT-TNNI3K	272	2583
chr1	74199809	FPGT	265	4427
chr1	74205835	FPGT	1825	2867
chr1	74710202	CRYZ	633	1275
chr1	75932287	ASB17	117	963
chr1	77219357	PIGK	73	4528
chr1	77293893	AK5	643	2637
chr1	78119402	GIPC2	746	3032
chr1	78492806	PTGFR	398	5031
chr1	78629841	IFI44L	783	5046
chr1	78629896	IFI44L	838	4991
chr1	84349785	SAMD13	446	1013
chr1	84479306	RPF1	41	1907
chr1	85200644	SYDE2	372	5094
chr1	85276329	BCL10	303	2530
chr1	85582226	CCN1	800	1478
chr1	86443899	CLCA2	1678	2257
chr1	86455221	CLCA2	2603	1332
chr1	86482292	CLCA1	690	2314
chr1	86743270	SH3GLB1	1457	4914
chr1	88805891	PKN2	1985	4085
chr1	88983289	RBMXL1	922	3834
chr1	89009135	GBP3	1675	1362
chr1	89009452	GBP3	1609	1428
chr1	89114258	GBP2	1175	2913
chr1	89117007	GBP2	1121	2967
chr1	89171895	GBP7	142	2284
chr1	89384098	GBP6	1566	3119
chr1	89583481	LRRC8B	1265	6399
chr1	91708703	TGFBR3	2633	3706
chr1	91720100	TGFBR3	1592	4747
chr1	91734880	TGFBR3	850	5489
chr1	92513797	EVI5	2693	5102
chr1	92695345	EVI5	1227	6568
chr1	93877677	DNTTIP2	315	5581
chr1	94177975	ARHGAP29	2874	6078
chr1	96806900	PTBP2	1194	2127
chr1	97699535	DPYD	607	3816
chr1	98892986	PLPPR5	1241	2742
chr1	98953091	PLPPR5	789	3194
chr1	99264544	PLPPR4	53	4771
chr1	99861627	AGL	330	6761
chr1	99892547	AGL	3322	3769
chr1	99912417	AGL	3972	3119
chr1	100132883	SASS6	47	3801
chr1	100133310	TRMT13	148	2980
chr1	100270665	RTCA	559	1967
chr1	101238940	S1PR1	200	2578
chr1	108725951	FNDC7	1084	2006
chr1	108746731	STXBP3	58	2431
chr1	108834448	AKNAD1	2013	1037
chr1	108852483	AKNAD1	450	2600
chr1	108897593	GPSM2	872	6280
chr1	109258499	CELSR2	3919	7096
chr1	109263691	CELSR2	5456	5559
chr1	109264212	CELSR2	5677	5338
chr1	109264477	CELSR2	5854	5161
chr1	109271497	CELSR2	8329	2686
chr1	109543829	GPR61	1490	3431
chr1	109606352	GNAT2	732	783
chr1	109608773	GNAT2	505	1010
chr1	109715209	GSTM5	598	963
chr1	109740350	GSTM3	247	3875
chr1	110167112	SLC6A17	660	5759
chr1	110198464	SLC6A17	2681	3738
chr1	110223832	KCNC4	2733	1406
chr1	110340947	RBM15	1571	1802
chr1	110381731	SLC16A4	478	2089
chr1	110407655	LAMTOR5	39	581
chr1	110456232	PROK1	267	1126
chr1	110518047	KCNA10	1128	831
chr1	110518389	KCNA10	786	1173
chr1	110518440	KCNA10	735	1224
chr1	110951572	LRIF1	1545	1768
chr1	111235703	CHI3L2	562	854
chr1	111415066	OVGP1	1448	748
chr1	111415071	OVGP1	1443	753
chr1	111419634	OVGP1	1009	1187
chr1	111449146	WDR77	110	2346
chr1	111449223	WDR77	33	2423
chr1	111449473	ATP5PB	10	2618
chr1	111500165	ADORA3	1020	737
chr1	111755960	DDX20	60	3540
chr1	111766017	DDX20	1617	1983
chr1	111766331	DDX20	1931	1669
chr1	111982463	KCND3	499	7120
chr1	112526100	WNT2B	7065	4065
chr1	112526100	ST7L	1668	2587
chr1	112654581	CAPZA1	349	2009
chr1	112913924	SLC16A1	1675	2078
chr1	113653873	MAGI3	3003	3871
chr1	113881031	BCL2L15	789	4216
chr1	113896329	AP4B1	1520	1653
chr1	113907040	DCLRE1B	495	3260
chr1	113973095	HIPK1	3427	4774
chr1	114137918	SYT6	744	3728
chr1	114568062	BCAS2	769	506
chr1	114625979	DENND2C	645	5532
chr1	115286692	NGF	285	776
chr1	115663802	VANGL1	600	8071
chr1	116944770	PTGFRN	798	5516
chr1	116945088	PTGFRN	1116	5198
chr1	116986836	PTGFRN	2797	3517
chr1	117011799	CD101	732	2810
chr1	117113466	TRIM45	2034	1502
chr1	117118132	TRIM45	1671	1865
chr1	117121291	TRIM45	458	3078
chr1	117623069	TENT5C	334	5320
chr1	118101901	SPAG17	543	6660
chr1	119381101	HAO2	142	1330
chr1	119514535	HSD3B1	1150	519
chr1	119514623	HSD3B1	1238	431
chr1	119624058	ZNF697	897	4682
chr1	119742923	PHGDH	1415	451
chr1	120069392	NOTCH2	270	11155
chr1	121374827	SRGAP2C	1396	5695
chr1	145872994	ANKRD35	1882	1477
chr1	145901901	ITGA10	1305	3825
chr1	145927267	ENSG00000280778	10	182
chr1	147620166	BCL9	2662	3527
chr1	147647455	ACP6	1730	5226
chr1	147647471	ACP6	1714	5242
chr1	147652507	ACP6	1298	5658
chr1	148965491	PDE4DIP	1747	6870
chr1	149055583	NBPF9	4501	3398
chr1	149055595	NBPF9	4489	3410
chr1	149487339	ENSG00000286185	2266	12159
chr1	149487339	NBPF19	1782	12159
chr1	149554661	ENSG00000286185	12725	1700
chr1	149554661	NBPF19	12241	1700
chr1	149936215	MTMR11	312	2528
chr1	150286988	CIART	1906	105
chr1	150473343	RPRD2	4963	3223
chr1	150510879	ECM1	490	1556
chr1	150512511	ECM1	1344	702
chr1	150553568	ADAMTSL4	827	3385
chr1	150553930	ADAMTSL4	1189	3023
chr1	150706557	HORMAD1	924	980
chr1	150755063	CTSS	418	3518
chr1	150813335	ARNT	2148	2562
chr1	150836413	ARNT	598	4112
chr1	150966095	CERS2	1413	910
chr1	150968149	CERS2	561	1762
chr1	150986360	ANXA9	698	853
chr1	151242535	PIP5K1A	2053	1747
chr1	151266575	PSMD4	1000	319
chr1	151315696	PI4KB	959	2714
chr1	151368248	SELENBP1	495	1227
chr1	151399662	PSMB4	90	828
chr1	151401549	PSMB4	716	202
chr1	151524726	CGN	1597	3504
chr1	151524763	CGN	1634	3467
chr1	151728869	RIIAD1	327	342
chr1	151775494	TDRKH	1479	1313
chr1	152085716	TCHHL1	2030	1576
chr1	152155645	RPTN	1518	2051
chr1	152156611	RPTN	552	3017
chr1	152156618	RPTN	545	3024
chr1	152156929	RPTN	234	3335
chr1	152213024	HRNR	8680	949
chr1	152219233	HRNR	2471	7158
chr1	152219403	HRNR	2301	7328
chr1	152219638	HRNR	2066	7563
chr1	152219817	HRNR	1887	7742
chr1	152219919	HRNR	1785	7844
chr1	152220079	HRNR	1625	8004
chr1	152220155	HRNR	1549	8080
chr1	152220349	HRNR	1355	8274
chr1	152220645	HRNR	1059	8570
chr1	152220810	HRNR	894	8735
chr1	152220815	HRNR	889	8740
chr1	152221375	HRNR	329	9300
chr1	152302977	FLG	11980	813
chr1	152303673	FLG	11284	1509
chr1	152304296	FLG	10661	2132
chr1	152304395	FLG	10562	2231
chr1	152304413	FLG	10544	2249
chr1	152304500	FLG	10457	2336
chr1	152304579	FLG	10378	2415
chr1	152304692	FLG	10265	2528
chr1	152304869	FLG	10088	2705
chr1	152304920	FLG	10037	2756
chr1	152306213	FLG	8744	4049
chr1	152307253	FLG	7704	5089
chr1	152307365	FLG	7592	5201
chr1	152307444	FLG	7513	5280
chr1	152307556	FLG	7401	5392
chr1	152308284	FLG	6673	6120
chr1	152308306	FLG	6651	6142
chr1	152309214	FLG	5743	7050
chr1	152309472	FLG	5485	7308
chr1	152309835	FLG	5122	7671
chr1	152310441	FLG	4516	8277
chr1	152310760	FLG	4197	8596
chr1	152310807	FLG	4150	8643
chr1	152311386	FLG	3571	9222
chr1	152311499	FLG	3458	9335
chr1	152312378	FLG	2579	10214
chr1	152312623	FLG	2334	10459
chr1	152313454	FLG	1503	11290
chr1	152313526	FLG	1431	11362
chr1	152313556	FLG	1401	11392
chr1	152313650	FLG	1307	11486
chr1	152313891	FLG	1066	11727
chr1	152350656	FLG2	7202	1922
chr1	152353256	FLG2	4602	4522
chr1	152354367	FLG2	3491	5633
chr1	152354993	FLG2	2865	6259
chr1	152355935	FLG2	1923	7201
chr1	152409586	CRNN	1558	344
chr1	152409644	CRNN	1500	402
chr1	152565882	LCE3E	390	229
chr1	152759630	KPRP	105	2426
chr1	152759698	KPRP	173	2358
chr1	152759960	KPRP	435	2096
chr1	152760091	KPRP	566	1965
chr1	152760825	KPRP	1300	1231
chr1	152760900	KPRP	1375	1156
chr1	152776615	LCE1F	317	409
chr1	152787474	LCE1E	248	952
chr1	152798045	LCE1D	324	136
