chrom	position	gene	5p_dist	3p_dist
chr1	16030006	CLCNKA	1374	1117
chr1	16053748	CLCNKB	1838	724
chr1	16053757	CLCNKB	1847	715
chr1	16057247	CLCNKB	2501	61
chr1	16062531	FAM131C	350	1370
chr1	16125272	EPHA2	3010	936
chr1	16133250	EPHA2	2119	1827
chr1	16206308	ARHGEF19	1349	1973
chr1	16207760	ARHGEF19	891	2431
chr1	16208151	ARHGEF19	666	2656
chr1	16409637	SPATA21	1033	982
chr1	16975285	MFAP2	506	539
chr1	16986848	ATP13A2	3381	615
chr1	16987159	ATP13A2	3159	837
chr1	16988447	ATP13A2	2826	1170
chr1	17070208	PADI2	1723	2638
chr1	17079314	PADI2	1339	3022
chr1	17223626	PADI1	369	3477
chr1	17224403	PADI1	473	3373
chr1	17249150	PADI3	53	3136
chr1	17266821	PADI3	551	2638
chr1	17282953	PADI3	1909	1280
chr1	17331121	PADI4	271	1996
chr1	17334004	PADI4	361	1906
chr1	17336167	PADI4	375	1892
chr1	17348042	PADI4	1175	1092
chr1	17413090	RCC2	1436	2604
chr1	17587562	ARHGEF10L	436	4189
chr1	18481444	KLHDC7A	515	4530
chr1	18481459	KLHDC7A	530	4515
chr1	18483990	KLHDC7A	3061	1984
chr1	18872954	ALDH4A1	1614	1525
chr1	18875462	ALDH4A1	1411	1728
chr1	18876423	ALDH4A1	1261	1878
chr1	18876432	ALDH4A1	1252	1887
chr1	19086767	UBR4	14616	1276
chr1	19088810	UBR4	14396	1496
chr1	19106955	UBR4	12134	3758
chr1	19121349	UBR4	9998	5894
chr1	19173066	UBR4	3336	12556
chr1	19257142	MRTO4	301	1748
chr1	19284733	AKR7A3	717	498
chr1	19920383	PLA2G2E	410	375
chr1	19923569	PLA2G2E	48	737
chr1	19978433	PLA2G2A	276	570
chr1	20084839	PLA2G5	291	1627
chr1	20115561	PLA2G2D	275	2376
chr1	20164025	PLA2G2C	650	971
chr1	20318593	VWA5B1	953	8190
chr1	20618562	CDA	468	341
chr1	20650507	PINK1	1653	1004
chr1	20684809	KIF17	2531	1427
chr1	20715540	KIF17	631	3327
chr1	20715622	KIF17	549	3409
chr1	20744926	HP1BP3	1745	4661
chr1	20749781	HP1BP3	1295	5111
chr1	21233587	ECE1	1689	3378
chr1	21247229	ECE1	1203	3864
chr1	21247362	ECE1	1070	3997
chr1	21481666	NBPF3	1854	1913
chr1	21568242	ALPL	986	1550
chr1	21573678	ALPL	1075	1461
chr1	21598453	RAP1GAP	2077	1245
chr1	21608865	RAP1GAP	1394	1928
chr1	21864961	HSPG2	4600	9741
chr1	21984232	CELA3B	561	345
chr1	21984314	CELA3B	643	263
chr1	22009812	CELA3A	768	138
chr1	22509184	ZBTB40	2007	6694
chr1	22953931	LACTBL1	1061	889
chr1	23362440	ZNF436	1472	2993
chr1	23362590	ZNF436	1322	3143
chr1	23424647	TCEA3	101	1618
chr1	23854472	FUCA1	860	1183
chr1	23874604	CNR2	1175	4090
chr1	23874619	CNR2	1160	4105
chr1	23874772	CNR2	1007	4258
chr1	23874867	CNR2	912	4353
chr1	23875221	CNR2	558	4707
chr1	24090925	MYOM3	1426	4334
chr1	24354425	GRHL3	1941	893
chr1	24379779	STPG1	512	2214
chr1	24391585	STPG1	341	2385
chr1	24391589	STPG1	337	2389
chr1	24458903	NIPAL3	1149	4223
chr1	24654948	SRRM1	1159	2576
chr1	25243590	RSRP1	927	498
chr1	25390874	RHCE	714	857
chr1	25563698	LDLRAP1	747	2167
chr1	26031165	EXTL1	2007	2013
chr1	26031176	EXTL1	2018	2002
chr1	26058512	TRIM63	844	926
chr1	26121956	PDIK1L	514	3599
chr1	26122358	PDIK1L	916	3197
chr1	26161449	FAM110D	286	2513
chr1	26170160	ZNF593OS	754	640
chr1	26170160	ZNF593	253	385
chr1	26177545	CNKSR1	55	2480
chr1	26190776	CATSPER4	175	1692
chr1	26191303	CATSPER4	256	1611
chr1	26191400	CATSPER4	353	1514
chr1	26198029	CATSPER4	656	1211
chr1	26199948	CATSPER4	903	964
chr1	26255600	CEP85	771	3163
chr1	26302851	UBXN11	112	1548
chr1	26336871	CRYBG2	4030	1209
chr1	26344118	CRYBG2	2689	2550
chr1	26364683	ZNF683	958	670
chr1	26460136	DHDDS	868	2420
chr1	26557020	RPS6KA1	1164	2028
chr1	26561101	RPS6KA1	1558	1634
chr1	26884230	GPN2	976	3689
chr1	27350434	SYTL1	1121	815
chr1	27353463	SYTL1	1691	245
chr1	27550907	AHDC1	2109	4319
chr1	28236165	ATP5IF1	42	461
chr1	28516806	RCC1	233	2318
chr1	30716054	MATN1	1095	2735
chr1	32695043	SYNC	1164	2339
chr1	32695277	SYNC	930	2573
chr1	32695611	SYNC	596	2907
chr1	32695663	SYNC	544	2959
chr1	32780201	YARS1	1331	1112
chr1	32936941	RNF19B	2184	493
chr1	33010366	AK2	3589	2381
chr1	33010638	AK2	3317	2653
chr1	33010691	AK2	3264	2706
chr1	33367264	PHC2	1001	2992
chr1	33572614	CSMD2	7786	5869
chr1	33819741	CSMD2	1428	12227
chr1	33819780	CSMD2	1389	12266
chr1	33864466	HMGB4	388	325
chr1	34197579	C1orf94	1558	1492
chr1	34197607	C1orf94	1586	1464
chr1	34197810	C1orf94	1789	1261
chr1	34757690	GJB5	533	822
chr1	34761561	GJB4	678	766
chr1	36088072	TEKT2	1287	203
chr1	36286832	THRAP3	799	3606
chr1	36307804	SH3D21	524	2020
chr1	36341880	STK40	1392	2253
chr1	36355326	STK40	659	2986
chr1	36423404	OSCP1	660	795
chr1	36472277	CSF3R	1140	1868
chr1	36859876	GRIK3	1334	8157
chr1	37565095	DNALI1	866	1762
chr1	38874610	GJA9	1739	542
chr1	40240054	RLF	5365	867
chr1	40307451	COL9A2	1091	1761
chr1	40514887	EXO5	748	1151
chr1	40515059	EXO5	920	979
chr1	40819415	KCNQ4	1084	3240
chr1	40831156	KCNQ4	1672	2652
chr1	41510858	HIVEP3	8123	4494
chr1	41524790	HIVEP3	6637	5980
chr1	41580076	HIVEP3	6031	6586
chr1	42433172	ZMYND12	970	560
chr1	42830524	ERMAP	329	3111
chr1	43152925	CFAP144	339	197
chr1	43166865	EBNA1BP2	839	513
chr1	43170813	EBNA1BP2	561	791
chr1	43172739	CFAP57	129	3934
chr1	43172786	CFAP57	176	3887
chr1	43181753	CFAP57	520	3543
chr1	43183665	CFAP57	692	3371
chr1	43183722	CFAP57	749	3314
chr1	43185353	CFAP57	1109	2954
chr1	43186771	CFAP57	1177	2886
chr1	43198547	CFAP57	1472	2591
chr1	43209796	CFAP57	1952	2111
chr1	43420823	SZT2	1406	12730
chr1	43569681	PTPRF	804	6916
chr1	43606347	PTPRF	3924	3796
chr1	43949743	IPO13	1062	2821
chr1	43991633	CCDC24	35	1437
chr1	44129738	KLF17	554	2606
chr1	44129754	KLF17	570	2590
chr1	44220650	DMAP1	1719	23
chr1	44803661	PLK3	1221	1119
chr1	44827194	PTCH2	2807	1603
chr1	44827846	PTCH2	2375	2035
chr1	45039048	ZSWIM5	2036	3832
chr1	45499635	CCDC163	438	1657
chr1	45508256	MMACHC	354	4695
chr1	45607817	NASP	1012	2213
chr1	46010915	MAST2	1448	4289
chr1	46027788	MAST2	2261	3476
chr1	46034941	MAST2	4556	1181
chr1	46035321	MAST2	4936	801
chr1	46035687	MAST2	5302	435
chr1	46194623	POMGNT1	829	1890
chr1	46278228	RAD54L	2833	245
chr1	46278228	LRRC41	3369	767
chr1	46280492	LRRC41	2118	2018
chr1	46309111	UQCRH	134	403
chr1	46344858	NSUN4	171	4176
chr1	46361784	NSUN4	1113	3234
chr1	46405089	FAAH	417	1625
chr1	46511165	DMBX1	758	4292
chr1	47994235	TRABD2B	1060	6464
chr1	48247534	SLC5A9	2058	1104
chr1	48298747	SPATA6	1628	3375
chr1	51800570	NRDC	2538	1056
chr1	51825312	NRDC	1122	2472
chr1	52033189	ENSG00000285839	161	1825
chr1	52033189	KTI12	621	1087
chr1	52525966	TUT4	569	5284
chr1	52784978	ZYG11B	1395	6748
chr1	52976704	SCP2	730	2029
chr1	53071594	PODN	523	2479
chr1	53078767	PODN	1408	1594
chr1	53078925	PODN	1566	1436
chr1	53213557	CPT2	2059	640
chr1	53216027	CZIB	427	675
chr1	53250744	LRP8	2779	4925
chr1	53266643	LRP8	1414	6290
chr1	53275733	LRP8	1061	6643
chr1	53326979	LRP8	295	7409
chr1	53464687	DMRTB1	856	1054
chr1	53966346	LRRC42	1226	538
chr1	54179186	CYB5RL	983	5210
chr1	54670856	MROH7	1818	2525
chr1	54670856	MROH7-TTC4	1804	4063
chr1	54992037	TMEM61	1005	251
chr1	55008652	BSND	1241	8520
chr1	55058524	PCSK9	1670	1967
chr1	55058564	PCSK9	1710	1927
chr1	55063514	PCSK9	2299	1338
chr1	55172402	USP24	927	9873
chr1	61787811	PATJ	1018	7603
chr1	62114151	PATJ	4671	3950
chr1	62247552	KANK4	3201	2298
chr1	62263112	KANK4	2917	2582
chr1	62263166	KANK4	2863	2636
chr1	62263189	KANK4	2840	2659
chr1	62266749	KANK4	2700	2799
chr1	62274393	KANK4	1109	4390
chr1	62274774	KANK4	728	4771
chr1	63415881	ALG6	1179	2146
chr1	63629440	PGM1	340	1997
chr1	65395004	DNAJC6	2213	3749
chr1	67386652	IL12RB2	2148	3295
chr1	68126211	WLS	1864	852
chr1	68137903	WLS	1616	1100
chr1	70354325	ANKRD13C	397	5261
chr1	70429825	CTH	768	1322
chr1	70439117	CTH	1356	734
chr1	74199809	FPGT-TNNI3K	272	2583
chr1	74199809	FPGT	265	4427
chr1	74204488	FPGT	478	4214
chr1	74710202	CRYZ	633	1275
chr1	75234086	SLC44A5	896	3000
chr1	75251240	SLC44A5	458	3438
chr1	75879020	MSH4	1673	1597
chr1	75898014	MSH4	2567	703
chr1	76627495	ST6GALNAC3	788	6048
chr1	77293893	AK5	643	2637
chr1	77942851	NEXN	2238	1044
chr1	78492806	PTGFR	398	5031
chr1	78891675	ADGRL4	1934	1605
chr1	84398573	DNASE2B	90	1227
chr1	84414697	DNASE2B	996	321
chr1	84574272	CTBS	168	6403
chr1	84647546	SSX2IP	1911	3841
chr1	84996899	MCOLN2	214	2830
chr1	85022166	MCOLN3	1330	1480
chr1	85276329	BCL10	303	2530
chr1	85909971	COL24A1	3024	3810
chr1	86022549	COL24A1	2566	4268
chr1	86125458	COL24A1	1253	5581
chr1	86126154	COL24A1	557	6277
chr1	86493490	CLCA1	1616	1388
chr1	88961219	KYAT3	780	1035
chr1	89133354	GBP7	1667	759
chr1	89381813	GBP6	1083	3602
chr1	89381852	GBP6	1122	3563
chr1	89384183	GBP6	1651	3034
chr1	90020853	ZNF326	1384	8345
chr1	90027467	ZNF326	1663	8066
chr1	91316454	HFM1	2901	1998
chr1	91394244	HFM1	409	4490
chr1	91682670	TGFBR3	4011	2328
chr1	91698089	TGFBR3	2715	3624
chr1	91708703	TGFBR3	2633	3706
chr1	91720100	TGFBR3	1592	4747
chr1	92180464	BTBD8	3008	2991
chr1	92181666	BTBD8	4210	1789
chr1	93154836	TMED5	694	5095
chr1	93875711	DNTTIP2	1797	4099
chr1	93877008	DNTTIP2	984	4912
chr1	93877467	DNTTIP2	525	5371
chr1	93879160	DNTTIP2	46	5850
chr1	94078678	ABCA4	1370	5958
chr1	94177975	ARHGAP29	2874	6078
chr1	94827558	SLC44A3	425	1956
chr1	95072868	ALG14	83	9292
chr1	97699535	DPYD	607	3816
chr1	97883329	DPYD	196	4227
chr1	99738137	FRRS1	841	6130
chr1	99851033	AGL	114	6977
chr1	99870805	AGL	1017	6074
chr1	100110377	SASS6	891	2957
chr1	107057296	PRMT6	623	1998
chr1	108185862	SLC25A24	480	3769
chr1	108722407	FNDC7	697	2393
chr1	108823664	AKNAD1	2229	821
chr1	108827293	AKNAD1	2116	934
chr1	108852356	AKNAD1	577	2473
chr1	108904128	GPSM2	1558	5594
chr1	108963407	CLCC1	77	4917
chr1	109192676	ELAPOR1	1818	5062
chr1	109192794	ELAPOR1	1936	4944
chr1	109194441	ELAPOR1	2037	4843
chr1	109194468	ELAPOR1	2064	4816
chr1	109194510	ELAPOR1	2106	4774
chr1	109194550	ELAPOR1	2146	4734
chr1	109264212	CELSR2	5677	5338
chr1	109737079	GSTM3	979	3143
chr1	109753150	EPS8L3	1292	927
chr1	109757069	EPS8L3	1191	1028
chr1	110195674	SLC6A17	2058	4361
chr1	110379093	SLC16A4	983	1584
chr1	111188279	DENND2D	1377	1862
chr1	111235703	CHI3L2	562	854
chr1	111314586	CHIA	472	1224
chr1	111315329	CHIA	542	1154
chr1	111319352	CHIA	1229	467
chr1	111319452	CHIA	1329	367
chr1	111414623	OVGP1	1891	305
chr1	111415071	OVGP1	1443	753
chr1	111423669	OVGP1	370	1826
chr1	111443384	WDR77	716	1740
chr1	111449473	ATP5PB	10	2618
chr1	111476035	C1orf162	65	775
chr1	111739277	INKA2	118	5833
chr1	111766350	DDX20	1950	1650
chr1	112449076	CTTNBP2NL	426	5438
chr1	112456605	CTTNBP2NL	1305	4559
chr1	112520503	WNT2B	1468	9662
chr1	112913924	SLC16A1	1675	2078
chr1	113391053	MAGI3	539	6335
chr1	115062177	TSPAN2	298	2918
chr1	115286692	NGF	285	776
chr1	115663802	VANGL1	600	8071
chr1	115768346	CASQ2	368	2225
chr1	117011799	CD101	732	2810
chr1	117033900	CD101	2923	619
chr1	117523297	MAN1A2	3001	5575
chr1	117623069	TENT5C	334	5320
chr1	118023330	SPAG17	4113	3090
chr1	118040785	SPAG17	3181	4022
chr1	118101807	SPAG17	637	6566
chr1	118150594	SPAG17	334	6869
chr1	118926565	TBX15	1013	3029
chr1	119511569	HSD3B1	350	1319
chr1	119514535	HSD3B1	1150	519
chr1	119514623	HSD3B1	1238	431
chr1	119794162	REG4	1078	146
chr1	119794253	REG4	987	237
chr1	120460584	NBPF8	2785	4471
chr1	120466107	NBPF8	3687	3569
chr1	120793448	NOTCH2NLR	936	1153
chr1	120793448	NBPF26	932	3670
chr1	120805654	NBPF26	1079	3523
chr1	120889787	PPIAL4A	17	743
chr1	144426381	NBPF15	2560	2302
chr1	145400558	NBPF20	1721	17857
chr1	145892795	ITGA10	3542	1588
chr1	145898994	ITGA10	2209	2921
chr1	146228815	NOTCH2NLA	206	8150
chr1	147264433	CHD1L	608	2359
chr1	147268843	CHD1L	1070	1897
chr1	147758140	GJA5	1235	1942
chr1	149082016	NBPF9	1216	6683
chr1	149906855	SV2A	2132	2246
chr1	150262258	CA14	712	1076
chr1	150510879	ECM1	490	1556
chr1	150512511	ECM1	1344	702
chr1	150755063	CTSS	418	3518
chr1	150836413	ARNT	598	4112
chr1	151034063	PRUNE1	1375	1650
chr1	151046704	BNIPL	1231	1016
chr1	151133348	SEMA6C	2231	1642
chr1	151135661	SEMA6C	1665	2208
chr1	151236587	PIP5K1A	1414	2386
chr1	151266575	PSMD4	1000	319
chr1	151315696	PI4KB	959	2714
chr1	151342811	RFX5	1398	2172
chr1	151399662	PSMB4	90	828
chr1	151401549	PSMB4	716	202
chr1	151540326	TUFT1	18	3089
chr1	151760851	MRPL9	653	571
chr1	151760859	MRPL9	645	579
chr1	151895084	THEM4	262	4536
chr1	152112508	TCHH	793	6192
chr1	152154979	RPTN	2184	1385
chr1	152156611	RPTN	552	3017
chr1	152218575	HRNR	3129	6500
chr1	152220073	HRNR	1631	7998
chr1	152220343	HRNR	1361	8268
chr1	152220349	HRNR	1355	8274
chr1	152220810	HRNR	894	8735
chr1	152303392	FLG	11565	1228
chr1	152307612	FLG	7345	5448
chr1	152309248	FLG	5709	7084
chr1	152313297	FLG	1660	11133
chr1	152350656	FLG2	7202	1922
chr1	152353256	FLG2	4602	4522
chr1	152356959	FLG2	899	8225
chr1	152358764	FLG2	193	8931
chr1	152409644	CRNN	1500	402
chr1	153261819	LORICRIN	940	305
chr1	153304947	PGLYRP3	726	1491
chr1	153969038	CREB3L4	550	1199
chr1	154022171	NUP210L	4499	1342
chr1	154321199	AQP10	107	1707
chr1	154323116	AQP10	430	1384
chr1	154331500	ATP8B2	575	5399
chr1	154501655	SHE	757	5785
chr1	154589449	ADAR	2861	3749
chr1	154601491	ADAR	1330	5280
chr1	155057233	ADAM15	1265	1671
chr1	155133751	EFNA1	578	974
chr1	155134074	EFNA1	727	825
chr1	155173230	KRTCAP2	74	449
chr1	155177242	TRIM46	979	2199
chr1	155192276	MUC1	137	1674
chr1	155260340	SCAMP3	586	959
chr1	155290559	PKLR	1780	1267
chr1	155290592	PKLR	1747	1300
chr1	155765221	GON4L	4345	3400
chr1	155859720	SYT11	154	5028
chr1	156055305	LAMTOR2	219	402
chr1	156176427	SEMA4A	1925	1317
chr1	156285665	TMEM79	564	1591
chr1	156294149	GLMP	700	911
chr1	156294209	GLMP	640	971
chr1	156530177	IQGAP3	4367	1646
chr1	156556595	IQGAP3	1263	4750
chr1	156595130	GPATCH4	1324	830
chr1	156669484	NES	4846	722
chr1	156671141	NES	3189	2379
chr1	156671745	NES	2585	2983
chr1	156879203	NTRK1	1957	712
chr1	156913701	PEAR1	2783	2091
chr1	156932467	LRRC71	1657	320
chr1	156937289	ARHGEF11	5811	1450
chr1	156937323	ARHGEF11	5777	1484
chr1	157092947	ETV3L	1072	905
chr1	157539092	FCRL5	1548	3837
chr1	157539235	FCRL5	1405	3980
chr1	157544301	FCRL5	957	4428
chr1	157544307	FCRL5	951	4434
chr1	157678753	FCRL3	2365	2273
chr1	157689834	FCRL3	1977	2661
chr1	157698600	FCRL3	285	4353
chr1	157700500	FCRL3	193	4445
chr1	157802090	FCRL1	793	2276
chr1	157834470	CD5L	761	1443
chr1	158096879	KIRREL1	4065	3383
chr1	158097044	KIRREL1	4230	3218
chr1	158612856	SPTA1	7292	726
chr1	158614301	SPTA1	6991	1027
chr1	158638145	SPTA1	5274	2744
chr1	158642446	SPTA1	4899	3119
chr1	158717373	OR6K3	797	1047
chr1	158717434	OR6K3	736	1108
chr1	158718106	OR6K3	64	1780
chr1	158755290	OR6K6	571	601
chr1	158765901	OR6N1	974	1666
chr1	158766102	OR6N1	773	1867
chr1	158844029	MNDA	704	1012
chr1	159205564	ACKR1	210	936
chr1	159440067	OR10J1	346	900
chr1	159535507	OR10J5	500	430
chr1	159588468	APCS	528	397
chr1	159809120	FCRL6	544	1422
chr1	159815623	FCRL6	1332	634
chr1	159815635	FCRL6	1344	622
chr1	160153210	ATP1A4	631	3178
chr1	160155085	ATP1A4	686	3123
chr1	160277395	PEX19	3064	589
chr1	160333626	COPA	442	4876
chr1	160823652	LY9	1700	721
chr1	161000299	F11R	516	4123
chr1	161000299	ENSG00000270149	719	1377
chr1	161118793	NIT1	82	1403
chr1	161169948	PPOX	1166	567
chr1	161174011	B4GALT3	772	1161
chr1	161191494	ADAMTS4	2584	7193
chr1	161202443	NDUFS2	77	1536
chr1	161232815	NR1I3	735	636
chr1	161526095	HSPA6	1556	799
chr1	161711990	FCRLA	592	1496
chr1	161751917	DUSP12	526	804
chr1	161781951	ATF6	240	7230
chr1	161998066	OLFML2B	1671	1504
chr1	162805477	HSD17B7	987	541
chr1	166936690	ILDR2	875	12485
chr1	166992758	MAEL	471	1266
chr1	167438621	CD247	312	1288
chr1	167870340	ADCY10	1749	3593
chr1	167880176	ADCY10	1371	3971
chr1	167924521	MPC2	316	1907
chr1	168004738	DCAF6	1552	1934
chr1	168044612	DCAF6	2100	1386
chr1	169707345	SELL	698	1660
chr1	169798939	C1orf112	314	3697
chr1	169830739	C1orf112	1797	2214
chr1	169854519	SCYL3	1916	4392
chr1	169854649	SCYL3	1786	4522
chr1	170166528	NTMT2	506	1604
chr1	170166619	NTMT2	597	1513
chr1	170166624	NTMT2	602	1508
chr1	170959530	MROH9	312	2790
chr1	171185820	FMO2	173	5042
chr1	171199445	FMO2	650	4565
chr1	171517773	PRRC2C	972	9652
chr1	171783899	METTL13	621	2747
chr1	171786030	METTL13	1373	1995
chr1	171786042	METTL13	1385	1983
chr1	171794409	METTL13	2015	1353
chr1	172442356	PIGC	556	900
chr1	172578325	SUCO	1654	3971
chr1	172589069	SUCO	2254	3371
chr1	173870769	ZBTB37	792	18391
chr1	175085490	TNN	1458	3584
chr1	175123571	TNN	2960	2082
chr1	175330165	TNR	4235	8539
chr1	175355515	TNR	3770	9004
chr1	175406499	TNR	749	12025
chr1	177932520	SEC16B	3214	1272
chr1	177933252	SEC16B	3017	1469
chr1	177933590	SEC16B	2850	1636
chr1	177936334	SEC16B	2767	1719
chr1	177960852	SEC16B	1107	3379
chr1	178521252	TEX35	654	338
chr1	179551119	NPHS2	1289	581
chr1	179551287	NPHS2	1121	749
chr1	179551371	NPHS2	1037	833
chr1	179564780	NPHS2	371	1499
chr1	179593605	TDRD5	686	3059
chr1	179635729	TDRD5	1670	2075
chr1	179882939	TOR1AIP1	655	3152
chr1	179907853	TOR1AIP1	1045	2762
chr1	180003202	CEP350	1393	12021
chr1	180020607	CEP350	3179	10235
chr1	180031407	CEP350	3984	9430
chr1	180175350	QSOX1	435	8841
chr1	180178877	QSOX1	638	8638
chr1	180190519	QSOX1	1266	8010
chr1	180194255	QSOX1	1370	7906
chr1	180274389	LHX4	1249	4595
chr1	180936216	KIAA1614	2654	7292
chr1	180936312	KIAA1614	2750	7196
chr1	180984717	STX6	847	3963
chr1	181055268	MR1	1054	6670
chr1	181089755	IER5	1056	3145
chr1	181737549	CACNA1E	3675	12745
chr1	181755974	CACNA1E	4236	12184
chr1	181772165	CACNA1E	5301	11119
chr1	181790521	CACNA1E	6091	10329
chr1	182454011	RGSL1	87	3648
chr1	182527694	RGSL1	2067	1668
chr1	182585422	RNASEL	1638	2600
chr1	183103455	LAMC1	843	7086
chr1	183116620	LAMC1	1669	6260
chr1	183117622	LAMC1	2073	5856
chr1	183124740	LAMC1	2808	5121
chr1	183125412	LAMC1	2960	4969
chr1	183136399	LAMC1	4425	3504
chr1	183136570	LAMC1	4596	3333
chr1	183228542	LAMC2	1726	3672
chr1	183546293	SMG7	2820	3126
chr1	183563445	NCF2	1296	971
chr1	183573188	NCF2	735	1532
chr1	184694403	EDEM3	2670	4167
chr1	184708330	EDEM3	2071	4766
chr1	184794933	NIBAN1	2982	3902
chr1	186015385	HMCN1	5246	13122
chr1	186057342	HMCN1	7642	10726
chr1	186061909	HMCN1	7760	10608
chr1	186132407	HMCN1	13699	4669
chr1	186304862	PRG4	583	4466
chr1	186307529	PRG4	1855	3194
chr1	186308857	PRG4	3183	1866
chr1	186393987	ODR4	908	2912
chr1	186679065	PTGS2	438	4072
chr1	192579153	RGS1	481	871
chr1	193085018	RO60	2090	6201
chr1	196673103	CFH	259	3703
chr1	196673103	ENSG00000289697	450	6211
chr1	196685194	CFH	996	2966
chr1	196685194	ENSG00000289697	1187	5474
chr1	196690107	CFH	1279	2683
chr1	196690107	ENSG00000289697	1470	5191
chr1	196726612	CFH	2091	1871
chr1	196726612	ENSG00000289697	2282	4379
chr1	196740644	CFH	2883	1079
chr1	196740644	ENSG00000289697	3074	3587
chr1	196830561	CFHR1	783	514
chr1	196831912	CFHR1	1020	277
chr1	196831948	CFHR1	1056	241
chr1	196907328	CFHR4	728	1335
chr1	196998224	CFHR5	1176	1638
chr1	197040668	F13B	1842	818
chr1	197101312	ASPM	8170	2693
chr1	197101567	ASPM	7915	2948
chr1	197101577	ASPM	7905	2958
chr1	197103290	ASPM	6192	4671
chr1	197124900	ASPM	3369	7494
chr1	197328514	CRB1	324	4634
chr1	197511797	DENND1B	2070	6295
chr1	197905819	C1orf53	308	292
chr1	200898364	INAVA	246	3886
chr1	200912044	INAVA	1833	2299
chr1	201004398	KIF21B	1288	8046
chr1	201043469	CACNA1S	4946	1082
chr1	201047168	CACNA1S	4701	1327
chr1	201091737	CACNA1S	683	5345
chr1	201143853	TMEM9	916	1078
chr1	201206146	IGFN1	1384	10427
chr1	201208118	IGFN1	3356	8455
chr1	201208150	IGFN1	3388	8423
chr1	201209796	IGFN1	5034	6777
chr1	201209837	IGFN1	5075	6736
chr1	201210956	IGFN1	6194	5617
chr1	201212089	IGFN1	7327	4484
chr1	201215147	IGFN1	9119	2692
chr1	201317643	PKP1	1115	4211
